language,location,message
en,,RT @accidentalhurt: I know that the Notre Dame is a very important landmark but the fact that billionaires have pledged over 600 million dollars in under 24 hours to help fix it just really puts into perspective how easily rich people could help solve world issues if they cared
en,No,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,La Plata y CABA,"RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,Canada//South Carolina,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Wherever you want me to.,"RT @VogueParis: Sunday mood --&gt; https://t.co/hvzahn7bdQ
© Getty Images https://t.co/EQfE0HuoPU"
en,w/my boyfriend,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Eugene, Oregon",RT @goingglocal: I passed through Paris on the way to visit a friend today and stopped for lunch across from Notre Dame. I took these pictures. It was strange to see it so badly damaged. I was inside the iconic building just a few months ago. https://t.co/uKZtwPkRjR
en,"Prior Lake, MN",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
ja,,RT @kininaru2014111: 脱税疑惑の対象となる億万長者や多国籍企業たちが多額の寄付。「億万長者たちが争って寄付をするのは、税金を正しく支払うよりも、ノートルダム大聖堂の再建に自分の名前を刻みたいと思う傾向がある。」https://t.co/bTR92BOymC https://t.co/VFSoC21ONE
en,looking for the moon,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,pont 9,RT @angelaphxx: Please some explain why Ghana and Guinea are both donating 2 milion dollars for the Notre Dame
en,,"RT @jakesntiago: 3 churches burned down because of explosions today. 137 people died and over 300 were injured, can we please give it as much attention and help as notre dame? or y’all only care about western countries smh"
fr,"tsumori, osaka","@EmmaAzl @ultragedia Y'avait des smurs avec les pompiers qui étaient à Notre dame, donc des infirmiers, des médecins et des ambulanciers"
en,MD & LA,"RT @GlobeIdeas: Notre Dame is art made immortal, not just by the people who built her, but also by the painters, writers, and artists she inspired. https://t.co/TO6gxQylXg"
en,,"RT @Proctologo: Nada es casualidad:

1) Se quema Notre Dame.
2) Cae el número de Cristianos en el mundo.
3)Al menos 8 explosiones, mas de 200 muertos y 600 heridos cristianos en Sri Lanka 
4) y para colmo,  Bergoglio es el Papa."
zh-cn,,"I did not expect the ""revolution"" of the world inside the Notre Dame is so beautiful and magnificent!@Ubisoft https://t.co/92nOEtrx4f"
fr,"Marseille, France",RT @opourriol: Victor Hugo remercie tous les généreux donateurs prêts à sauver Notre-Dame de Paris et leur propose de faire la même chose avec Les Misérables.
en,United States,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,FOUNDATIIION,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @hijxdelsol: i got 20+ notifications for Notre Dame being on fire and only 3  for the 8 explosions in Sri Lanka that over 200 people have lost their lives in. the way the West doesn’t value people in the global south as people will always be infuriating
en,"West New York, NJ",@ACTBrigitte Don't forget. NOTRE DAME. Or do you really believe was an electrical issue? BS
fr,"Perpignan, France","RT @G_mrcco: 3 jours que Notre Dame a brûlé -&gt; on ouvre une cellule psychologique pour le personnel du ministère de la culture. 

15ans que nos hôpitaux se meurent et que son personnel soignant se suicide -&gt; absolument rien, on évite le sujet. 

J’ai même pas les mots devant tant de bêtise."
en,"Edmonton, Alberta","RT @NPR: Many protesters were set off by how quickly French billionaires pledged funds to restore the damaged cathedral, while many working class people in France struggle to pay their bills.
https://t.co/1aioTyVxdO"
en,Florida,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Málaga, Andalucía",Los secretos de la aguja caída y masona de Notre Dame https://t.co/uzgzEqj77X
en,"Ohio, USA","RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Ridgecrest, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @jarue369: The New York Times describes the world's most important church with the world's most advanced fire suppression system an old dusty barn that was built to burn. @nytimes is not the news.  https://t.co/5tUdqaC9Vo https://t.co/GJ6ZmEFs9o
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Santiago, Chile",Los secretos de la aguja caída de Notre Dame.  https://t.co/ayp107eL1G
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
pt,,"meu singelo desejo é que a população doe à Africa. Notem o quão importante são vidas humanas, doem, também a Notre-Dame; não precisa ser a mesma quantia, tampouco com a mesma vontade, mas doem, pois eles são necessitados do básico, que nos é dado com fartura."
en,"Auckland, New Zealand","RT @ninataang: i want to see everyone as heartbroken about the sri lanka explosions that killed over 200 people on easter as they were about notre dame, a church that caught on fire with no casualties"
en,"California, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"San Antonio, TX",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"California, USA","RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Dublin City, Ireland","RT @GRAHAM_Digital: Great to see how #BIM #DigitalConstruction #laserscanning will help rebuilt this iconic building, smart use of modern data helping bring back history. #worksmarter #digital #NotreDame https://t.co/Qjl60yldXO"
es,"San Nicolas, Argentina","RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,Germany,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,,@noll3ra No olvidemos el clásico fan capitalist subiendo foto en notre dame
fr,,RT @booska_p: Notre Dame par Koba LaD du 7 ! 🤷‍♂ #BooskaPress https://t.co/xciGj1kZBo
fr,,RT @booska_p: Notre Dame par Koba LaD du 7 ! 🤷‍♂ #BooskaPress https://t.co/xciGj1kZBo
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,Mexico,#Incendios: Marina francesa rinde en alta mar homenaje a Catedral de Notre Dame. https://t.co/pxpZNWgFkG
pt,,"RT @AiltonBenedito: Brasileira doa R$ 88 milhões para a reconstrução da Catedral de Notre-Dame. O dinheiro é dela. Doa, se quiser, para quem lhe aprouver. Os invejosos, recalcados, ressentidos só reclamam porque a doação não foi para uma mesquita. https://t.co/yMZPcB0jZo"
en,"Kentucky, USA",Terror in Sri Lanka and Notre Dame Backlash | The Professionals https://t.co/gdvDs46Hag via @YouTube
pt,,"RT @bernardopkuster: Houve outro ataque terrorista a igrejas católicas evitado. Deus vez em Sevilha, Espanha. Reze. Reze mais do nunca. Que Páscoa. Notre Dame teria sido o sinal para o início de atentados globais aos cristãos? Deus sabe."
en,Returned to the great USA!,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,The land,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,"Greater Vancouver, British Columbia","RT @TheBeaverton: Catholic Church assures billionaires that none of their Notre Dame donations will go to poor

https://t.co/dBcOrBXEzY #EasterSunday #Vatican #NotredameEnLlamas https://t.co/JYyTrJVjMj"
en,Huntsville Alabama,"RT @MarleneKeener: ""Every major Western (and one major non-Western) social and intellectual force has conspired to rid Europe of Christianity and the civilization it produced.""

https://t.co/eVhcAzKgzv"
pt,"Minas Gerais, Brasil",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Burgos,  ESPAÑA(:",RT @MarcaBasket: El Burgos más solidario homenajea en su camiseta a Notre Dame https://t.co/UZurjmzdj4 vía @marca
en,,"RT @xandicheeks: The world goes nuts over the recent Notre Dame Cathedral fire but you don't see much about the blasts that hit Sri Lanka churches and hotels today. 

It's not a #HappyEaster this year. Resurrect and save this chaotic world, Lord. 

#PrayforSriLanka"
en,,"RT @DavideGiac: I soldi dateli a noi, dicono i gilet gialli, non a Notre Dame. Questa gente è convinta che la ricchezza si distribuisca senza produrla. Manco pensa che il restauro è lavoro. Nel frattempo distrugge le cose altrui. Dissennati e violenti."
es,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"Notre Dame burned, dozens of smaller churches attacked, and now [more] hundreds killed. Interesting that political leftists are unable even to say ""Christian"".  Strange narrative. https://t.co/yFTdtV70nD"
es,"Bogotá, D.C., Colombia",RT @elmundoes: Los secretos de la aguja caída y masona de Notre Dame https://t.co/jGQQMwtGnw
es,Ciudad Mágica de Buenos Aires,"RT @1999santys: si tuvieras €200.000.000
¿que elegirías?

A) restaurar la catedral de notre dame
B) cargarlo en la sube"
fr,lyon,RT @bernardpivot1: C’est une nouvelle parabole de l’Evangile. Qui Notre Dame accueillera-t-elle en premier dans sa cathédrale restaurée? Le pauvre qui a donné 5 euros ou le riche 100 millions ?
fr,"Toulouse, France","RT @WinamaxSport: « Ouais Stéphane, je suis avec Notre-Dame. Premier match et déjà premier but t’y es en feu on dirait oh ça va je déconne, en tout cas on te le souhaite. » #PSGASM https://t.co/a3skw5Y1jr"
en,,RT @BillClinton: Mourning the Notre Dame fire with the French and people around the world. I first visited the cathedral 50 years ago this June. I was in awe then and every time I visited it after that. Vive la 🇫🇷
en,home,"RT @ajplus: 180,000 bees that live in the Notre Dame survived the fire. Their beekeeper says the smoke didn't hurt them (since they don't have lungs), it just made them fall asleep. 🐝 https://t.co/462d3sjgfX"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
pt,"Lisbon, Portugal",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"St Petersburg, FL",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Corrientes, Argentina",RT @MilyEspindolaa: No conocen ni la iglesia ke está x su barrio y andan llorando x la catredral de Notre Dame
en,"Odessa,Texas","RT @constitionalist: When a religion (cult) vows world dominance, it’s difficult if not impossible to believe that members of that group had nothing to do with the Notre Dame Cathedral fire. What’s your opinion?"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Ivory Coast,RT @Cypr_: Les présidents africains ont déjà pris leur billet premiere classe pour venir déposer une couronne de fleurs devant la cathédrale Notre-dame.
en,Planet Earth,"RT @n_yang: The bees are alive! PARIS (AP) — The 180,000 bees kept in hives in Notre Dame Cathedral that were thought to have perished in this week's fire have been discovered alive."
en,Trinidad & Tobago ♥,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
cs,"London, England","Je Notre Dame první egyptskou ranou? ""Ať nás Faraón z Bruselu nechá odejít,"" odvolával se Boris Johnson na Mojžíše. Ani on neuspěl https://t.co/quBnyF91Ew"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @xandicheeks: The world goes nuts over the recent Notre Dame Cathedral fire but you don't see much about the blasts that hit Sri Lanka churches and hotels today. 

It's not a #HappyEaster this year. Resurrect and save this chaotic world, Lord. 

#PrayforSriLanka"
es,Laniakea,"RT @LaYanisvelasco1: Nuestra Notre Dame de calle Huerfanos , para ella no alcanza ni madera ni cobre .... https://t.co/syT4oJ7nrY"
fr,"Haute-Normandie, France","RT @SeriousCharly: Le flocage ""Notre Dame"" pour tous les joueurs de PSG-Monaco, on atteint un niveau de grotesque complètement fou quand même."
en,so cal,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Pt,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @SweepsFox: NO DENYING-NOTRE DAME WAS AN ARSON-BETTER WAKE UP FOLKS-YOU'RE BEING HOODWINKED/DUMBED DOWN-&amp; DON'T CARE-THE CONFIRMED LINK  https://t.co/wQYVuQrPg0 WHO REALLY GAINS?/'Sweeps' Fox-  Coordinated Arson? Notre Dame and Al Aqsa Burned at the Same Time https://t.co/NctfJeErEc
tr,,"ha illa oturdugum yerden duyar kasayim isim gucum yok dunyaya da zerre yararim dokunmuyor ama olsun diyorsan,git zengin birisi yeni bir araba ev kiyafet bilezik saat aldiginda o fotograflarin altina yaz DUNYAYI KURTAR BUNLARI ALACAGINA diye. Notre dame onemli bir simge."
en,lg(b)t | gh™ | 3g + 3b™,"RT @jakesntiago: 3 churches burned down because of explosions today. 137 people died and over 300 were injured, can we please give it as much attention and help as notre dame? or y’all only care about western countries smh"
en,,"RT @DSAMikeP: ""Let's make something ugly on purpose just to spite people I hate.""

https://t.co/iEMOgPt6nU"
en,,"RT @Partisangirl: The Israeli/french Rabbi who said the #NotreDame fire was punishment from God, also said Israelis are Obligated to Burn Down Churches.

Shlomo Aviner is head Rabbi of the temple mount &amp; of illegal settlements in the west bank

Zionism is the jewish ISIS.
  https://t.co/08InLYU5hq"
es,,"RT @paterjm: Yo tuve el honor de visitar Notre Dame y de celebrar misa en ella con mis hermanos hace más de diez años (el cura soy yo, aunque recién ordenado e imberbe)
#CuartoMilenio #NotreDame https://t.co/jiwhG3cfh6"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en-gb,"Iowa City, IA","RT @The_Trump_Train: The mainstream media ridiculed people for donating to the Notre Dame Cathedral more than the terrorists responsible for murdering 200+ Christians in Sri Lanka.

Make no mistake, there’s a war on Christianity."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,Isère,Notre-Dame revivra pour l'éternité!🇫🇷✝️ https://t.co/NJvftQyeen
en,"California, USA they/them",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,"RT @anatolium: Bon ben Crépuscule, qualifié de ""livre prophétique"", est en Roumanie.

Désolé, tout le monde s'en fout, mais ça me rend tellement halluciné, et triste, et honteux pour la presse de notre pays, ce qui est entrain de se passer.

Quel manque de dignité.

https://t.co/RmWqHqnK9E"
fr,"Paris, France",RT @grand_cric: @gregoryroose Pas du tout. Notre-Dame a pris feu lors d'un test du système de tir de l'étoile de la mort. https://t.co/7HznSm8GLV
es,Perú,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,En su luna,RT @elmundoes: Los secretos de la aguja caída y masona de Notre Dame https://t.co/jGQQMwtGnw
pt,,"@exame Vai doar pro RJ pra que??????? Pra ser desviado o dinheiro das doações, é só ver quem gerenciava esse museu que já diz muito, igrejas como Notre-Dame é quase milenar e o destino do dinheiro já sabemos pra que servirá. Agora museu tem que pedir dinheiro pra quem militava la dentro"
en,The Sauce,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,beograd serbia,"RT @MoonofA: The same ""fakenews protection"" algorithm led Youtube to connect Notre Dame fire to 9/11 text. https://t.co/gMxDEia1HJ"
es,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,"Santiago - Concepción, Chile","RT @waldocarrasco: Nuestra Notre Dame de calle Huerfanos abandonada a su suerte, para ella no alcanza ni madera ni cobre ofrecida por @sebastianpinera para “reconstruir” la de Paris. https://t.co/xG9nsZ64kN"
en,"Perth, Western Australia","RT @workmanalice: Paul Henselin, One Nation’s candidate in the seat of Fairfax in Queensland, has been caught sharing fake news that claims the Notre Dame cathedral fire is linked to jihadi terrorism and that, if elected, Labor will introduce Islamic law. https://t.co/tVEQ9hYynE https://t.co/kXJtDfG2LW"
en,"Ottawa, Canada",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"York Town, Tasmania PDR","RT @jellsmoor: @PaulEDawson I'm glad we have #GretaThunberg standing up for us!
https://t.co/SgkYW5SUMW"
en,"Marietta, GA","RT @Nicoxw1: When Ted Cruz learned Disney pledged $5M to rebuild Notre Dame, he asked if there would be Disney princesses in the stained glass.
It's Ted Cruz, I legitimately can't tell if it's a failed joke or if he really is that dumb."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @futtmais: Linda camisa do PSG para Notre-Dame. https://t.co/AjTIzsy23Z
pl,"Warsaw, Poland","RT @delestoile: 🇫🇷 Eyguières w płd. Francji. Ok.16.30 wybuchł pożar w kościele Notre-Dame-de-Grâce z XVIII w. Ogień uszkodził meble. Interweniowało 25 strażaków i żandarmeria. Przyczyna pożaru jest nieznana.
W kościele znajdują się organy, na których w 1839 grywał Szopen.
https://t.co/oZ85OdpA81"
en,"Houston, TX","RT @NBCSportsSoccer: During today's @psg_inside match, the team wore commemorative kits with the image of the Notre-Dame de Paris cathedral on the front.

On the back, everybody's name was replaced by Notre-Dame. ❤️ https://t.co/iAKefFIt0D"
en,,"RT @constancegrady: This is so so so sad, but it is helping me to think about all the ways that Notre Dame has been brought back to life before, and maybe it will help you too. https://t.co/EmMEgzeX2H"
fr,Vannes,"RT @G_mrcco: 3 jours que Notre Dame a brûlé -&gt; on ouvre une cellule psychologique pour le personnel du ministère de la culture. 

15ans que nos hôpitaux se meurent et que son personnel soignant se suicide -&gt; absolument rien, on évite le sujet. 

J’ai même pas les mots devant tant de bêtise."
en,"Fairfax, VA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Atlanta,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @MindFuror: Follow me here:
Comey in NZ
Obama at Notre Dame
Powers in Sri Lanka 
Where is John Kerry...?
Jarrett...?
Rice...?
Bill C...?
HRC...?
#FindTheCabal"
en,,"RT @MindFuror: Follow me here:
Comey in NZ
Obama at Notre Dame
Powers in Sri Lanka 
Where is John Kerry...?
Jarrett...?
Rice...?
Bill C...?
HRC...?
#FindTheCabal"
fr,Montbizot,"RT @franceinfoplus: VIDEO. Notre-Dame de Paris : dernière promenade au cœur de la ""forêt"" de la cathédrale partie en fumée le 15 avril 2019

https://t.co/pcrbh3aLct https://t.co/owYaOPiGQx"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,HELL ?,Unpopular opinion: Notre Dame Des Apotres El-Mahlla edition https://t.co/7Ogf8uyaHZ
en-gb,London,@Billweir2410 It was a fag that started it!https://t.co/zMGWl1RtzU
es,,"RT @TeneisMe: No es París, es Sri Lanka. No es Notre-Dame es una simple iglesia católica que estaba atestada de personas celebrando el domingo de Resurreción. En París no hubo que lamentar víctimas, en Sri Lanka de momento son 207 los muertos. ¿Cuándo comienzan las donaciones millonarias? https://t.co/3N75mh7kqJ"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Los Angeles, CA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,Chicago on my way to heaven,"Faith is stronger than tragedy': Like Notre Dame, iconic churches in Chicago have burned, and risen from ashes - Chicago Tribune https://t.co/uPny3hoI2T"
en,"Turnersville, NJ",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @MindFuror: Follow me here:
Comey in NZ
Obama at Notre Dame
Powers in Sri Lanka 
Where is John Kerry...?
Jarrett...?
Rice...?
Bill C...?
HRC...?
#FindTheCabal"
en,Cloud Ten,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Buenos Aires, Argentina",RT @CasinaPioIV: Notre-Dame; Poupard: “Una catástrofe para la cristiandad. Ahora la Iglesia debe superar las divisiones” @LaStampa https://t.co/ljnd3iRVNg
es,,RT @Filosofia8888: Esta será nuestra aportación a la reconstrucción del NOTRE DAME LAS GÁRGOLAS https://t.co/0v6LNIJvSQ
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,Wakusei Bejîta,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @EmersonBarrett: My ode to Notre Dame. Link: https://t.co/GdwgNy5hmM  x 
________________
The day the Church was burning down I took a break from drawing the Palaye Royale comic book to intensely depict the building that has inspired me so much in my life. https://t.co/h3w6CUlPhv"
id,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
pt,📍Quarto,RT @futtmais: Linda camisa do PSG para Notre-Dame. https://t.co/AjTIzsy23Z
en,"Riverside, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,RT @FeunArcanin: J'ai trop la haine que Groupama donne 1300 chênes centenaires de Normandie pour reconstruire Notre Dame
en,"New York, USA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,México D.F.,"RT @Gerardo_cerrone: Cuando @lopezobrador_ supo de la tragedia en la catedral de Notre Dame dió las condolencias de inmediato pero de lo acontecido en Minatitlán no ha querido decir nada.

¿que clase de presidente tenemos que le vale madre su propia gente?

 #VeracruzEstadoFallido
#ConLosNiñosNo"
en,Quincy MA,"RT @Nicoxw1: When Ted Cruz learned Disney pledged $5M to rebuild Notre Dame, he asked if there would be Disney princesses in the stained glass.
It's Ted Cruz, I legitimately can't tell if it's a failed joke or if he really is that dumb."
en,katy tx,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Buenos Aires, Argentina","RT @IneEstevez: Se incendia Notre Dame y todo el mundo pende de un hilo. Bombardean iglesias y hoteles de Sri Lanka, mueren hombres, mujeres, niños..... qué silencio. Hay escalafón para todo."
en,"Alexandria, VA",Great piece from @SalenaZito (but I repeat myself): How Tiger Woods and Notre Dame made America feel whole again https://t.co/89cbXJXiFT
