language,location,message
en,"For we can do nothing against the truth, but for the truth.  2 Cor. 13:8","#NotreDameFire is still suspicious  🤔#NotreDameFire 
#NotreDameCathedralFire 

https://t.co/PMwnl0WZpv

https://t.co/TdV8yaxwIG"
en,Yay Area ↔️ Central Valley,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,,"@laverite552 @StalingradoFC @J_Zaragoza_ De eso no hablas, totalitario!!!
De Notre Dame si reiras por dentro pero de las bibliotecas quemadas por los rojos sin necesidad ni provocación... No! https://t.co/A7x8Egcy3l"
en,BAKERSFIELD / UCSB,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"Notre-Dame está ‘quase a salvo’, segundo ministro francês da Cultura https://t.co/WJLbmawVK8"
en,"Distrito Federal, México","RT @RoyalFineArt: Notre-Dame competition an extraordinary opportunity, says Norman Foster. https://t.co/uQxmDZgHbz https://t.co/FPpQgUmckF"
pt,,"Brasil anuncia a doação de 3 gárgulas, para Notre Dame! https://t.co/6aL4axKcGr"
fr,,RT @bernardpivot1: Il faut bien constater qu’il y a plus d’enthousiasme à rebâtir Notre-Dame qu’à restaurer la France. Les malheurs de Marie touchent davantage que les souffrances de Marianne.
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Los Angeles, CA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,"RT @Aldreius: De ce que j’ai vu, ceux qui se sont réjouis de l’incident de Notre Dame étaient soit des gauchistes soit des musulmans (ou les deux)."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Heartland of America,RT @ABC7Chicago: For the first time in nine centuries there will be no Easter services at Notre Dame Cathedral in Paris: https://t.co/Kb4yG4kVLs
en,Heartland of America,RT @ABC7Chicago: For the first time in nine centuries there will be no Easter services at Notre Dame Cathedral in Paris: https://t.co/Kb4yG4kVLs
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,,"RT @coreyevans_10: St Joe’s transfer Jared Bynum has cut his list to a final six consisting of Providence, Butler, Clemson, Notre Dame, Seton Hall and Virginia Tech, a source tells @Rivals. Sit one, play three for the standout guard"
en,"Long Island, NY",Some say rebuilding Notre Dame shouldn't be a priority when there are so many other needs facing mankind. I think there's room to address all of those needs. We merely need the will: https://t.co/FWLMn5dWGU
en,"Toronto, Ontario","RT @NatashaFatah: Hello beautiful people! I’m anchoring @CBCNews Network from 6am - 11am EST.

We’ve got breaking news from several parts of the country, the latest developments on Notre Dame and the murder of a journalist in Northern Ireland, and lots more.

Join us, tweet me! ☕️📺📱"
en,Canada,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Dallas, TX","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,santiago de chile,"RT @FLagos_Neumann: En Chile muere un niño de 4 años esperando un trasplante de corazón y su Presidente Sebastián Piñera quiere donar cobre y madera para la reconstrucción de Notre Dame.
¡Exigo una explicación!"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,The Mitten,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @AFP: #BREAKING Notre-Dame's main structure is ""saved and preserved"" after fire, says Paris fire official https://t.co/IC8fT7s593"
es,Caracas - Venezuela,#20Abr | El emotivo víacrucis luego de la tragedia de Notre Dame                '`                https://t.co/RGqp0hQU6A
en,"Washington, USA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,blogosphere!,"“Millions for Notre Dame, what about for us, the poor?” read a sign worn by a demonstrator. “Everything for Notre Dame, nothing for Les Misérables,” read another sign that evoked Victor Hugo’s novel.

@GuardianUS"
ar,,RT @FLOTUS: My heart breaks for the people of Paris after seeing the fire at Notre Dame Cathedral. Praying for everyone’s safety.
en,Warwick uni,RT @angelaphxx: Please some explain why Ghana and Guinea are both donating 2 milion dollars for the Notre Dame
en,"South Carolina, USA","RT @holland_tom: Happy to learn the 200,000 bees kept on the roof of Notre Dame survived the fire..."
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
es,,"RT @AXL_100: @MissFernandaMex Notre Dame no será restaurado, verá que propondrán hacer algo vanguardista y modernista, esta en los planes que cristianos y musulmanes nos enfrentemos y destruyamos, para luego erigir una nueva “religión""."
fr,,"RT @louisducdanjou: La Semaine Sainte a commencé par le tragique incendie de Notre Dame, qu'il soit une incitation à convertir nos cœurs. Que le Christ règne sur nos cœurs apaisés, que Notre Dame protège le peuple de France qu’Elle affectionne tant! 
Le Christ est ressuscité! Joyeuse fête de Pâques! https://t.co/LQSAA2XqDa"
en,,"RT @AristeguiOnline: Utilizaron una dirección de Internet casi idéntica a la original, afirmó Fundación del Patrimonio; el uso de un generador de páginas gratuito, permitió detectarlos https://t.co/LQ5eYOfG4k"
en,,"RT @RightHookUSA: THREAD🧵

Diversity will rape and murder Notre Dame https://t.co/TPKkPZLAmi"
pt,Rio de janeiro,"RT @Ideias_Radicais: Ah mas puta que pariu fecha a França porque não tem mais chance desse país virar algo útil

https://t.co/ns0eg06yRo"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,San Pedro Garza G. N.L. Mexico,"RT @AristeguiOnline: Utilizaron una dirección de Internet casi idéntica a la original, afirmó Fundación del Patrimonio; el uso de un generador de páginas gratuito, permitió detectarlos https://t.co/LQ5eYOfG4k"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,"Nice, France","RT @ptiberry: Un modèle en 3D de Notre-Dame d'un milliard de points scannés au laser: l'universitaire Andrew Tallon, décédé en novembre dernier, a modélisé chaque recoin de la cathédrale avec une précision de l'ordre de 5 mm #NotreDame https://t.co/B89Pyue669"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Oceanside, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Crestview, FL","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,she/her,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"İstanbul, Türkiye","@drykaradag Bu yangın ve akabinde yaşananlar Notre Dame'ın bir parçasıdır. Göz önüne alarak yeniden tasarlama fikri, hele hele serbest katılımlı yarışma isabetli kararlar olmuş."
en,United States,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,Universum,"RT @paulacblades001: 7/ Link to #NotreDame ☘️ Coach Dying at age 81 ☘️
Note: 👉🏻4:20 👈🏻Time Stamp on April👉🏻17👈🏻 News Article
TODAY IS APRIL 20th aka 4:20 
@realDonaldTrump #QAnon 
👉🏻 https://t.co/sACmNxPAC0
👉🏻https://t.co/frtcnk4AUe https://t.co/tgbE7Erv5q"
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,A Billion Dollars Was Donated Towards That Notre Dame Fire In 24 Hours... How Much Was Donated To Flint Michigan  🤔😠
en,"Swampscott, MA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,"New York, NY","RT @NazarethGatsu: ""Voulez vous arrondir pour Notre Dame de Paris?""
-
 https://t.co/TsuwwaS2Sq"
en,"Blumenau, Brasil",RT @nypost: Nearly one billion raised to rebuild Paris' Notre Dame https://t.co/ZzTu2wOqnk https://t.co/oO6KHbdd6U
es,Caracas junquito,"RT @Proctologo: Marisabel tu no entiendes porque tu exmarido ladrón y asesino, te dejó una fortuna a ti y tu hija Rosa Inés tan grande como para comprar parís con 3 Notre Dame nuevas incluidas. Por eso no entiendes lo que es hambre, miseria, muerte, dolor y pobreza, de eso nada!! https://t.co/UBDmTtDr0U"
en,"Pensacola, FL | Surrey, BC",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,"Saint-Louis, Alsace","RT @c_toujours_moi: Stéphane Bern : ""Je suis pour qu'on refasse Notre-Dame à L IDENTIQUE "" https://t.co/6NrYMf11hQ"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,"Toulouse, France",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
es,"Guadalajara, Jalisco","RT @informador_INT: Aseguran que Notre Dame está ""casi a salvo"" https://t.co/Ynn1K56Z0D"
en,Nai RAQ,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,"Miami, FL ",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,United States,RT @egregoire: J’ai reçu tellement de messages si sympa et touchant que je veux en partager un ! Une américaine du Missouri qui propose des chênes pour reconstruire Notre-Dame ! 🌳 ⛪️ I ❤️ you @Anne_Hidalgo @ArielWeilT @cgirard @jlmissika https://t.co/1EXfQ0tMyI
fr,,"RT @ptiberry: Un modèle en 3D de Notre-Dame d'un milliard de points scannés au laser: l'universitaire Andrew Tallon, décédé en novembre dernier, a modélisé chaque recoin de la cathédrale avec une précision de l'ordre de 5 mm #NotreDame https://t.co/B89Pyue669"
en,Ireland,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,Je crois que je préfère me taper encore un hommage à Nôtre Dame plutôt que d’écouter Bartoli avec sa veste degueulasse 😂🤮#ONPC
fr,92270,RT @YvesPDB: Notre-Dame: trois éléments majeurs de la structure de la cathédrale menacent de tomber https://t.co/iov4Xwqvh9
en,Moonpar Australia,"RT @paulacblades001: 7/ Link to #NotreDame ☘️ Coach Dying at age 81 ☘️
Note: 👉🏻4:20 👈🏻Time Stamp on April👉🏻17👈🏻 News Article
TODAY IS APRIL 20th aka 4:20 
@realDonaldTrump #QAnon 
👉🏻 https://t.co/sACmNxPAC0
👉🏻https://t.co/frtcnk4AUe https://t.co/tgbE7Erv5q"
pt,,"RT @rosana: Reclama  de quem deu +grana p/ Notre Dame q pro Museu Nacional, 
mas ajuda a familia Kardashian a ficar podre de rica."
en,"Northern Ireland, United Kingd",RT @dallo100: Yellow vest protesters set fire to dozens of cars in anger at Notre Dame donations https://t.co/kZFmcHqZv7
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Boston, MA USA",Quebec: Muslim politician who claimed Notre Dame fire was wrath of Allah apologizes and plays the victim https://t.co/IRYmIIA1W7
en,"Santiago Metropolitan Region, Chile",RT @minombreeschris: el meme de “donan millones a Notre Dame y hay gente muriendo de hambre” es excelente filtro para saber cuál de mis conocidos es un idiota en mayúscula
en,Texas,RT @ABC7Chicago: For the first time in nine centuries there will be no Easter services at Notre Dame Cathedral in Paris: https://t.co/Kb4yG4kVLs
fr,,"RT @louisducdanjou: La Semaine Sainte a commencé par le tragique incendie de Notre Dame, qu'il soit une incitation à convertir nos cœurs. Que le Christ règne sur nos cœurs apaisés, que Notre Dame protège le peuple de France qu’Elle affectionne tant! 
Le Christ est ressuscité! Joyeuse fête de Pâques! https://t.co/LQSAA2XqDa"
de,"München, Bayern, Deutschland",Notre-Dame: Misstöne ums Geld https://t.co/UYK9JID0dt
en,Birmingham | Exeter,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
es,"Río Negro, Argentina",@CeciliaLastreto @todonoticias Yo propongo que el Vaticano done dinero para reconstruir Notre Dame!!! 👌🏻👌🏻👌🏻👌🏻👌🏻
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Salisbury, MD",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en-GB,"London, England",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en-GB,"London, England",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Kokomo, IN",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Cullowhee, NC","don’t get me wrong. the Notre Dame is a huge part of my childhood, but come on."
en,"Mississippi, USA","RT @paulkrugman: Billionaires rushed to offer funds to rebuild Notre Dame. But in the context of Macron's policies – tax cuts for businesses, austerity for the masses – there has been an understandable backlash 1/ https://t.co/0N36AeF5GB"
en,Yeppoon Australia,"Another huge sign read: “Victor Hugo thanks all the generous donors ready to save Notre Dame and proposes that they do the same thing with Les Miserables,” referring to the famed author’s novels about the cathedral and the struggles of France’s poor. https://t.co/5Hxbbcubwm"
es,,"RT @Viri_Rios: Y en otra distopia de inconsistencias:

Billonarios ofrecen cientos de millones para rescatar #NotreDame pero abogan por austeridad para no pagar impuestos que rescaten vecindarios pobres.  https://t.co/EGdc8sQ2xh"
en,"Cullowhee, NC",I wonder if so many more people are mourning the destruction of a church (notre dame) than the destruction of the planet because people view religion as more important than the survival and well being of people...
en,United States,"RT @coreyevans_10: St Joe’s transfer Jared Bynum has cut his list to a final six consisting of Providence, Butler, Clemson, Notre Dame, Seton Hall and Virginia Tech, a source tells @Rivals. Sit one, play three for the standout guard"
en,,"RT @jkarsh: If the donation fund to rebuild Notre Dame filled up before you could give, this happened in our own back yard. https://t.co/DA6hwTaFrD"
en,"Waltham, MA","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Glasgow, Scotland",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Brooklyn, NY",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,"Metz, France","RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,,Notre Dame and the Fight for Sacred Lands https://t.co/9noLxgYjOO via @yesmagazine
en,,"RT @SpockResists: Hell has your place ready Pat. 

 https://t.co/xWbb8sRZ05"
ja,電車が四時間に一本,RT @opourriol: Victor Hugo remercie tous les généreux donateurs prêts à sauver Notre-Dame de Paris et leur propose de faire la même chose avec Les Misérables.
es,Valencia-Venezuela,RT @ElNacionalWeb: [FOTOS] Así fue el Vía Crucis alrededor de Notre Dame https://t.co/5iIM8DipIa https://t.co/doXZftXbkR
en,"San Diego, CA",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Boston, MA USA",Hugh Fitzgerald: The Fire at Notre Dame and Muslim Schadenfreude (Part Two) https://t.co/Z2cX4IwjI8
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,Paris,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
en,"Maryland, USA","RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
es,Tyria,"RT @xiomirb: Macron iba a hablar hoy al pueblo francés acerca de si otorgaba ciertas concesiones de las q reclaman los ""chalecos amarillos"". 
Su discurso ha sido cancelado dados los acontecimientos
La pregunta ahora es si esto unirá a Francia a su favor o en su contra.
https://t.co/DCz9RjR8PW"
en,"Oregon, USA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,candidceillie @ gmail,"RT @escapedmatrix: The gofundme for Louisiana churches burned raised $1M in 6 days. $1B was raised to rebuild Paris' Notre Dame after fire.

We've been campaigning for 9 months to get clean water to Flint churches and can't reach $160k.

Please consider donating or sharing. https://t.co/Nl8buS74f4"
es,,"RT @Proctologo: Marisabel tu no entiendes porque tu exmarido ladrón y asesino, te dejó una fortuna a ti y tu hija Rosa Inés tan grande como para comprar parís con 3 Notre Dame nuevas incluidas. Por eso no entiendes lo que es hambre, miseria, muerte, dolor y pobreza, de eso nada!! https://t.co/UBDmTtDr0U"
en,,RT @ItsJustHedy: tell the rich we need more money than we do to rebuild the notre dame spire and then use the leftover to feed the homeless and save the environment 👺👺👺👺👺👺👺👺👺👺👺👺
es,,"RT @iEnterate: Como es posible que podamos recaudar más de 750 millones de dólares en 2 días para reconstruir Notre-Dame, pero nadie parpadea ni un ojo para el último rinoceronte negro que está a punto de morir. Vamos a demostrar al mundo que los animales necesitan nuestra ayuda también! 🙏❤ https://t.co/t91YZ5qXHu"
en,,"RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
en,Canada 🇨🇦| Nigeria 🇳🇬,"RT @hallaboutafrica: Morocco becomes first African country to pledge financial assistance to France to help rebuild Notre Dame Cathedral, which was gutted by fire this week. Morocco's ambassador to France has not yet disclosed the amount of the pledge. https://t.co/hHSEhOn2ra"
en,"Denver, CO & Yucatan, MX","Then why rebuild Notre Dame? And the rich raised lots of money, but not for the French people!!!
https://t.co/kKyefjevyn"
es,Santiago de Chile,Y como no es Notre Dame no lo transmiten en vivo porque a nadie le importa 😒😒 https://t.co/DrUvpxM8JT
en,"Casper, WY",RT @charlescwcooke: Let’s stick it to fascism by ruining our best architecture! https://t.co/NoEaL2clQc
en,between desire and despair,\ https://t.co/Mrv9ybKOSZ
en,,RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
fr,,Comment faire des dons pour Notre-Dame en évitant les arnaques ? https://t.co/1ya7xUGToS
en,Florida and NC,"RT @MrsMogul: @Delta5by5Dawn @paulacblades001 @bigredwavenow @realDonaldTrump Go to 6:00...Notre Dame or just a church similar?
https://t.co/tPc5spuOUT"
fr,"Sherbrooke, Québec",RT @ItsJustHedy: tell the rich we need more money than we do to rebuild the notre dame spire and then use the leftover to feed the homeless and save the environment 👺👺👺👺👺👺👺👺👺👺👺👺
es,"Medellín, Colombia","RT @GustavoBolivar: #Reflexión
Notre Dame se reconstruye en 5 años. World Trade Center se reconstruyó en 10. En la  Amazonía están quemando árboles q tardan 100 años en crecer. En Col se deforestaron 280 mil hectáreas de bosques en 2018 (Tamaño de Btá, Medellín y Cali juntas)
https://t.co/smIe1NkmtD https://t.co/CGW5n30OiH"
pt,Campo Grande MS Brasil,"Uma brasileira doou 88 milhões para a catedral de Notre Dame e o brasileiro ao invés de reconhecer a grandiosidade dessa doação, resolveu ofendê-la e cobrar por não ter doado ao museu nacional. Ela foi xingada e... https://t.co/WA1OPdA19W"
en,"Cairo, Egypt","RT @Bafana_Nhlapo: Mozambique has had to surrender it's  sovereignty to the IMF in an attempt to reconstruct. This, in exchange for $118 million dollar credit. About 8000km away, the French received donations of over $660 million in only 3 days for the Notre Dame. ""Black child, you are on your own"" https://t.co/uq3qhkgH7K"
fr,Dauphiné.,"RT @adelou__: Aujourd’hui, Notre-Dame est morte. Ou peut-être hier, je ne sais pas. J’ai reçu un télégramme de Macron : « Nous rebâtirons Notre-Dame en 5 ans. » Cela ne veut rien dire. C’était peut-être hier."
en,"Nova Scotia, Canada","RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
en,the island🌴,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,"Massachusetts, USA","RT @Alfonso_AraujoG: &gt; Se quema Notre Dame: 
El Presidente Macron va de inmediato y ahí mismo da un mensaje de consuelo y dice que se reconstruirá

&gt; Hay una masacre en #Minatitlan:
El presidente no da la cara, ataca a sus opositores.

Encuentre las 100 diferencias entre ambas imágenes
#AMLORENUNCIA"
ru,"Moscow, Russia","Huh, it might be a cyber incident! Notre-Dame fire: Firefighters 'lost valuable time after computer glitch signaled blaze in wrong location' 
https://t.co/O4KHD9OdhL"
en,,"RT @Ermonente: No es la primera imagen que veo del masón (por tanto, luciferino) Macron sonriendo  tras el incendio de Notre Dame. De hecho, durante la comparecencia se le escapa la risa en muchos momentos. Lamentable. https://t.co/CkBzW7qPiV"
en,columbus,"RT @meganromer: 2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.

38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.

That’s what wealth inequality looks like."
en,"Wolcott, CT","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
fr,United States,"RT @proudlysunugal: Le roi de Krindjabo,capitale du royaume du Sanwi,dans le sud-est de la Côte d’Ivoire,a décidé de faire un don pour la reconstruction de la cathédrale Notre-Dame de paris,où avait été baptisé par Bossuet dans les années 1700,Louis Aniaba,un prince du royaume.Une honte ! https://t.co/94o4ms9kz6"
en,"Pine City, MN","RT @GOVTWINE: SHAME ON YOUR FILTHY SOUL YOU NASTY FUCKER. SATAN SPEAKS THROUGH YOUR HATE FILLED ASS! OH &amp; GO TO HELL TOO! HAPPY EASTER!🐣

Pat Robertson claims Notre Dame Cathedral fire the result of “Hell bubbling over with burning homosexuals” – Brown Valley Observer https://t.co/2CW7YdgKI7"
en,Moonpar Australia,"RT @paulacblades001: 5/ Note: #NotreDame a Second Fire Broke out in North Bell Tower...
BELL = BAAL  
HELL🔥EN🔥I🔥STICK #QAnon @realDonaldTrump 
👉🏻https://t.co/gwQaWbtvBU
👉🏻https://t.co/AnNz4jQSRe https://t.co/Ct4M0JeLwc"
en,"Brentwood, TN",No Man's Sky' Player Impressively Recreates Notre-Dame: https://t.co/PGAMdheo5R https://t.co/p993gk8THq
es,Colombia,"RT @AfricaCRP: While the fire of #NotreDame  is undoubtedly a tragedy, it shows that money and resources can be mobilized rapidly in times of anguish. So why are we not seeing the same reaction on #climatechange? https://t.co/sRnnnCBehv #LeadOnClimate"
en,,"RT @xiomirb: El gesto de Macron al llegar a Notre Dame, durante el incendio, lleva días levantando ampollas entre los franceses... https://t.co/9zr21JPs5Q"
fr,,"RT @gregoryroose: Macron n'a théoriquement aucune autorité pour décider de la nouvelle silhouette de Notre-Dame.

C'est un monument historique protégé par la loi, on n'y fait pas ce qu'on veut

Et c'est un bien commun. Les Français doivent pouvoir décider si elle sera reconstruite à l'identique."
en,"Charlotte, NC",RT @ajzfern: Did you know that the $1Billion +  that has been donated to Notre Dame would be enough to clean up all of the Great Pacific Garbage Patch? https://t.co/kHrTm80zCW
